PART	ANALITO	RESP	S1_NOME_SA	S2_NOME_SA
5870	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
5870	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
5870	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
5870	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
5870	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
5870	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
5870	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
5881	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
5881	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
5881	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
5881	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
5881	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
5881	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
5881	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
5881	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
5890	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
5890	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
5890	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
5890	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
5890	Leucocitos.	25 leu/無	Meditape UC-11A	Sysmex UC 3500
5890	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
5890	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
5890	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
5891	Bilirrubina.	3 mg/dL	Biocon 10	Biocon Reader 300
5891	Corpos Cet獼icos.	100 mg/dL	Biocon 10	Biocon Reader 300
5891	Glicose.	500 mg/dL	Biocon 10	Biocon Reader 300
5891	Hemoglobina Hemolisada.	250 Ery/無	Biocon 10	Biocon Reader 300
5891	Leucocitos.	0 leu/無	Biocon 10	Biocon Reader 300
5891	Nitrito.	0,2 mg/dL	Biocon 10	Biocon Reader 300
5891	Prote璯as.	1000 mg/dL	Biocon 10	Biocon Reader 300
5891	Urobilinog瘽io.	4 mg/dL	Biocon 10	Biocon Reader 300
5892	Nitrito.	0,2 mg/dL	Uricolor Check	Color Check View
5892	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Color Check View
5894	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
5894	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
5894	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
5894	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
5894	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
5894	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
5894	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
5894	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
5895	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
5895	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
5895	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
5895	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
5895	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
5895	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
5895	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
5895	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
5899	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
5899	Corpos Cet獼icos.	15 mg/dL	Uricolor Check	Leitura visual
5899	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
5899	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
5899	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
5899	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
5899	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
5899	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
5930	Bilirrubina.	3 mg/dL	BioT嶰nica	Eco U500
5930	Corpos Cet獼icos.	80 mg/dL	BioT嶰nica	Eco U500
5930	Glicose.	80 mg/dL	BioT嶰nica	Eco U500
5930	Hemoglobina Hemolisada.	250 Ery/無	BioT嶰nica	Eco U500
5930	Leucocitos.	0 leu/無	BioT嶰nica	Eco U500
5930	Nitrito.	0,2 mg/dL	BioT嶰nica	Eco U500
5930	Prote璯as.	300 mg/dL	BioT嶰nica	Eco U500
5930	Urobilinog瘽io.	8 mg/dL	BioT嶰nica	Eco U500
5933	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1100/ Urilux S
5933	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1100/ Urilux S
5933	Leucocitos.	500 leu/無	Combur 10M	Urisys 1100/ Urilux S
5933	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1100/ Urilux S
5943	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
5943	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
5943	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
5943	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
5943	Leucocitos.	500 leu/無	Uricolor Check	Leitura visual
5943	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
5943	Prote璯as.	1000 mg/dL	Uricolor Check	Leitura visual
5943	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
5978	Bilirrubina.	3 mg/dL	Urofita 10DL	Sysmex UC 3500
5978	Corpos Cet獼icos.	80 mg/dL	Urofita 10DL	Sysmex UC 3500
5978	Glicose.	1000 mg/dL	Urofita 10DL	Sysmex UC 3500
5978	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Sysmex UC 3500
5978	Leucocitos.	25 leu/無	Urofita 10DL	Sysmex UC 3500
5978	Nitrito.	0,2 mg/dL	Urofita 10DL	Sysmex UC 3500
5978	Prote璯as.	500 mg/dL	Urofita 10DL	Sysmex UC 3500
5978	Urobilinog瘽io.	8 mg/dL	Urofita 10DL	Sysmex UC 3500
6012	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6012	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6012	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6012	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
6012	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6023	Bilirrubina.	0 mg/dL	Meditape UC-12S	Sysmex UC 1000
6023	Corpos Cet獼icos.	80 mg/dL	Meditape UC-12S	Sysmex UC 1000
6023	Glicose.	500 mg/dL	Meditape UC-12S	Sysmex UC 1000
6023	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-12S	Sysmex UC 1000
6023	Leucocitos.	75 leu/無	Meditape UC-12S	Sysmex UC 1000
6023	Nitrito.	0,2 mg/dL	Meditape UC-12S	Sysmex UC 1000
6023	Prote璯as.	300 mg/dL	Meditape UC-12S	Sysmex UC 1000
6023	Urobilinog瘽io.	8 mg/dL	Meditape UC-12S	Sysmex UC 1000
6027	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
6027	Corpos Cet獼icos.	15 mg/dL	Urofita 10DL	Leitura visual
6027	Glicose.	1000 mg/dL	Urofita 10DL	Leitura visual
6027	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
6027	Leucocitos.	0 leu/無	Urofita 10DL	Leitura visual
6027	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
6027	Prote璯as.	500 mg/dL	Urofita 10DL	Leitura visual
6027	Urobilinog瘽io.	8 mg/dL	Urofita 10DL	Leitura visual
6028	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
6028	Corpos Cet獼icos.	15 mg/dL	Urofita 10DL	Leitura visual
6028	Glicose.	500 mg/dL	Urofita 10DL	Leitura visual
6028	Hemoglobina Hemolisada.	50 Ery/無	Urofita 10DL	Leitura visual
6028	Leucocitos.	75 leu/無	Urofita 10DL	Leitura visual
6028	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
6028	Prote璯as.	100 mg/dL	Urofita 10DL	Leitura visual
6028	Urobilinog瘽io.	4 mg/dL	Urofita 10DL	Leitura visual
6033	Bilirrubina.	3,0 mg/dL	Urisys 2400 Cassete	Urisys 2400
6033	Corpos Cet獼icos.	150 mg/dL	Urisys 2400 Cassete	Urisys 2400
6033	Glicose.	1000 mg/dL	Urisys 2400 Cassete	Urisys 2400
6033	Hemoglobina Hemolisada.	250 Ery/無	Urisys 2400 Cassete	Urisys 2400
6033	Leucocitos.	100 leu/無	Urisys 2400 Cassete	Urisys 2400
6033	Nitrito.	0,2 mg/dL	Urisys 2400 Cassete	Urisys 2400
6033	Prote璯as.	500 mg/dL	Urisys 2400 Cassete	Urisys 2400
6033	Urobilinog瘽io.	12 mg/dL	Urisys 2400 Cassete	Urisys 2400
6049	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6049	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6049	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6049	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6049	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
6049	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6049	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6049	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6060	Hemoglobina Hemolisada.	300 Ery/無	Uriquest Plus I	Uriquest 100/500
6060	Nitrito.	0,2 mg/dL	Uriquest Plus I	Uriquest 100/500
6060	Prote璯as.	500 mg/dL	Uriquest Plus I	Uriquest 100/500
6060	Urobilinog瘽io.	12 mg/dL	Uriquest Plus I	Uriquest 100/500
6064	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6064	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6064	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
6064	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6064	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
6064	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6064	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6064	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
6065	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6065	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6065	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
6065	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6065	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
6065	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6065	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
6065	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6067	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6067	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6067	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
6067	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6067	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
6067	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6067	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
6067	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6068	Bilirrubina.	3 mg/dL	Labor Import	Leitura visual
6068	Corpos Cet獼icos.	80 mg/dL	Labor Import	Leitura visual
6068	Glicose.	250 mg/dL	Labor Import	Leitura visual
6068	Hemoglobina Hemolisada.	250 Ery/無	Labor Import	Leitura visual
6068	Leucocitos.	15 leu/無	Labor Import	Leitura visual
6068	Nitrito.	0,2 mg/dL	Labor Import	Leitura visual
6068	Prote璯as.	100 mg/dL	Labor Import	Leitura visual
6068	Urobilinog瘽io.	8 mg/dL	Labor Import	Leitura visual
6081	Bilirrubina.	2 mg/dL	Multistix 10SG	Clinitek Advantus
6081	Corpos Cet獼icos.	80 mg/dL	Multistix 10SG	Clinitek Advantus
6081	Glicose.	500 mg/dL	Multistix 10SG	Clinitek Advantus
6081	Hemoglobina Hemolisada.	250 Ery/無	Multistix 10SG	Clinitek Advantus
6081	Leucocitos.	15 leu/無	Multistix 10SG	Clinitek Advantus
6081	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
6081	Prote璯as.	300 mg/dL	Multistix 10SG	Clinitek Advantus
6081	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
6086	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
6086	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
6086	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
6086	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
6086	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
6086	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
6086	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
6087	Bilirrubina.	2 mg/dL	Uriquest Plus I	Leitura visual
6087	Corpos Cet獼icos.	40 mg/dL	Uriquest Plus I	Leitura visual
6087	Glicose.	500 mg/dL	Uriquest Plus I	Leitura visual
6087	Hemoglobina Hemolisada.	300 Ery/無	Uriquest Plus I	Leitura visual
6087	Leucocitos.	25 leu/無	Uriquest Plus I	Leitura visual
6087	Nitrito.	0,2 mg/dL	Uriquest Plus I	Leitura visual
6087	Prote璯as.	100 mg/dL	Uriquest Plus I	Leitura visual
6087	Urobilinog瘽io.	12 mg/dL	Uriquest Plus I	Leitura visual
6088	Bilirrubina.	3 mg/dL	Biocon 11	Leitura visual
6088	Corpos Cet獼icos.	40 mg/dL	Biocon 11	Leitura visual
6088	Glicose.	500 mg/dL	Biocon 11	Leitura visual
6088	Hemoglobina Hemolisada.	250 Ery/無	Biocon 11	Leitura visual
6088	Leucocitos.	25 leu/無	Biocon 11	Leitura visual
6088	Nitrito.	0,2 mg/dL	Biocon 11	Leitura visual
6088	Prote璯as.	100 mg/dL	Biocon 11	Leitura visual
6088	Urobilinog瘽io.	4 mg/dL	Biocon 11	Leitura visual
6095	Bilirrubina.	2 mg/dL	Biocon 10	Leitura visual
6095	Corpos Cet獼icos.	40 mg/dL	Biocon 10	Leitura visual
6095	Glicose.	250 mg/dL	Biocon 10	Leitura visual
6095	Hemoglobina Hemolisada.	250 Ery/無	Biocon 10	Leitura visual
6095	Leucocitos.	0 leu/無	Biocon 10	Leitura visual
6095	Nitrito.	0,2 mg/dL	Biocon 10	Leitura visual
6095	Prote璯as.	30 mg/dL	Biocon 10	Leitura visual
6095	Urobilinog瘽io.	4 mg/dL	Biocon 10	Leitura visual
6101	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
6101	Corpos Cet獼icos.	80 mg/dL	Urofita 10DL	Leitura visual
6101	Glicose.	1000 mg/dL	Urofita 10DL	Leitura visual
6101	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
6101	Leucocitos.	25 leu/無	Urofita 10DL	Leitura visual
6101	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
6101	Prote璯as.	100 mg/dL	Urofita 10DL	Leitura visual
6101	Urobilinog瘽io.	4 mg/dL	Urofita 10DL	Leitura visual
6116	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
6116	Corpos Cet獼icos.	80 mg/dL	Urofita 10DL	Leitura visual
6116	Glicose.	1000 mg/dL	Urofita 10DL	Leitura visual
6116	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
6116	Leucocitos.	500 leu/無	Urofita 10DL	Leitura visual
6116	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
6116	Prote璯as.	500 mg/dL	Urofita 10DL	Leitura visual
6116	Urobilinog瘽io.	12 mg/dL	Urofita 10DL	Leitura visual
6121	Bilirrubina.	3 mg/dL	Biocon 11	Biocon Reader 300
6121	Corpos Cet獼icos.	100 mg/dL	Biocon 11	Biocon Reader 300
6121	Glicose.	250 mg/dL	Biocon 11	Biocon Reader 300
6121	Hemoglobina Hemolisada.	250 Ery/無	Biocon 11	Biocon Reader 300
6121	Leucocitos.	25 leu/無	Biocon 11	Biocon Reader 300
6121	Nitrito.	0,2 mg/dL	Biocon 11	Biocon Reader 300
6121	Prote璯as.	100 mg/dL	Biocon 11	Biocon Reader 300
6121	Urobilinog瘽io.	8 mg/dL	Biocon 11	Biocon Reader 300
6126	Bilirrubina.	6,0 mg/dL	Combur 10M	Cobas u 601
6126	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Cobas u 601
6126	Glicose.	1000 mg/dL	Combur 10M	Cobas u 601
6126	Hemoglobina Hemolisada.	500 Ery/無	Combur 10M	Cobas u 601
6126	Leucocitos.	500 leu/無	Combur 10M	Cobas u 601
6126	Nitrito.	0,2 mg/dL	Combur 10M	Cobas u 601
6126	Prote璯as.	500 mg/dL	Combur 10M	Cobas u 601
6126	Urobilinog瘽io.	12 mg/dL	Combur 10M	Cobas u 601
6133	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6133	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6133	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6133	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6133	Leucocitos.	125 leu/無	Uricolor Check	Leitura visual
6133	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6133	Prote璯as.	1000 mg/dL	Uricolor Check	Leitura visual
6133	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6135	Bilirrubina.	3 mg/dL	Uricolor Check	Urivision
6135	Corpos Cet獼icos.	15 mg/dL	Uricolor Check	Urivision
6135	Glicose.	1000 mg/dL	Uricolor Check	Urivision
6135	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Urivision
6135	Leucocitos.	0 leu/無	Uricolor Check	Urivision
6135	Nitrito.	0,2 mg/dL	Uricolor Check	Urivision
6135	Prote璯as.	100 mg/dL	Uricolor Check	Urivision
6135	Urobilinog瘽io.	8 mg/dL	Uricolor Check	Urivision
6138	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6138	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6138	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6138	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6138	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
6138	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6138	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6138	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6159	Bilirrubina.	2,0 mg/dL	Meditape UC-12S	Sysmex UC 1000
6159	Corpos Cet獼icos.	80 mg/dL	Meditape UC-12S	Sysmex UC 1000
6159	Glicose.	2000 mg/dL	Meditape UC-12S	Sysmex UC 1000
6159	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-12S	Sysmex UC 1000
6159	Leucocitos.	75 leu/無	Meditape UC-12S	Sysmex UC 1000
6159	Nitrito.	0,2 mg/dL	Meditape UC-12S	Sysmex UC 1000
6159	Prote璯as.	300 mg/dL	Meditape UC-12S	Sysmex UC 1000
6159	Urobilinog瘽io.	8 mg/dL	Meditape UC-12S	Sysmex UC 1000
6160	Bilirrubina.	3 mg/dL	Uriclin 10	Uriclin s720 Plus
6160	Corpos Cet獼icos.	80 mg/dL	Uriclin 10	Uriclin s720 Plus
6160	Glicose.	500 mg/dL	Uriclin 10	Uriclin s720 Plus
6160	Hemoglobina Hemolisada.	200 Ery/無	Uriclin 10	Uriclin s720 Plus
6160	Leucocitos.	0 leu/無	Uriclin 10	Uriclin s720 Plus
6160	Nitrito.	0,2 mg/dL	Uriclin 10	Uriclin s720 Plus
6160	Prote璯as.	100 mg/dL	Uriclin 10	Uriclin s720 Plus
6160	Urobilinog瘽io.	8 mg/dL	Uriclin 10	Uriclin s720 Plus
6163	Bilirrubina.	0 mg/dL	Uriaction 10	Leitura visual
6163	Corpos Cet獼icos.	40 mg/dL	Uriaction 10	Leitura visual
6163	Glicose.	500 mg/dL	Uriaction 10	Leitura visual
6163	Hemoglobina Hemolisada.	200 Ery/無	Uriaction 10	Leitura visual
6163	Leucocitos.	15 leu/無	Uriaction 10	Leitura visual
6163	Nitrito.	0,1 mg/dL	Uriaction 10	Leitura visual
6163	Prote璯as.	300 mg/dL	Uriaction 10	Leitura visual
6163	Urobilinog瘽io.	8 mg/dL	Uriaction 10	Leitura visual
6170	Bilirrubina.	3 mg/dL	Biocolor 10	Biocon Reader 300
6170	Corpos Cet獼icos.	40 mg/dL	Biocolor 10	Biocon Reader 300
6170	Glicose.	100 mg/dL	Biocolor 10	Biocon Reader 300
6170	Hemoglobina Hemolisada.	250 Ery/無	Biocolor 10	Biocon Reader 300
6170	Leucocitos.	25 leu/無	Biocolor 10	Biocon Reader 300
6170	Nitrito.	0,1 mg/dL	Biocolor 10	Biocon Reader 300
6170	Prote璯as.	500 mg/dL	Biocolor 10	Biocon Reader 300
6170	Urobilinog瘽io.	8 mg/dL	Biocolor 10	Biocon Reader 300
6177	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6177	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6177	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6177	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6177	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
6177	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6177	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6177	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6182	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6182	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6182	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6182	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6182	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
6182	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6182	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6182	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6183	Bilirrubina.	3,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6183	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6183	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6183	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6183	Leucocitos.	100 leu/無	Combur 10M	Urisys 1800/ Cobas u411
6183	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6183	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6183	Urobilinog瘽io.	8 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6185	Bilirrubina.	6,0 mg/dL	combur 10	Urisys 1800/ Cobas u411
6185	Corpos Cet獼icos.	150 mg/dL	combur 10	Urisys 1800/ Cobas u411
6185	Glicose.	1000 mg/dL	combur 10	Urisys 1800/ Cobas u411
6185	Hemoglobina Hemolisada.	150 Ery/無	combur 10	Urisys 1800/ Cobas u411
6185	Leucocitos.	100 leu/無	combur 10	Urisys 1800/ Cobas u411
6185	Nitrito.	0,2 mg/dL	combur 10	Urisys 1800/ Cobas u411
6185	Prote璯as.	500 mg/dL	combur 10	Urisys 1800/ Cobas u411
6185	Urobilinog瘽io.	12 mg/dL	combur 10	Urisys 1800/ Cobas u411
6187	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6187	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6187	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6187	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6187	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
6187	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6187	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6187	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6188	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6188	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6188	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6188	Hemoglobina Hemolisada.	50 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6188	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
6188	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6188	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6188	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6189	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6189	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6189	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6189	Hemoglobina Hemolisada.	150 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6189	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
6189	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6189	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6189	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6190	Bilirrubina.	2 mg/dL	Multistix 10SG	Clinitek Advantus
6190	Corpos Cet獼icos.	80 mg/dL	Multistix 10SG	Clinitek Advantus
6190	Glicose.	500 mg/dL	Multistix 10SG	Clinitek Advantus
6190	Hemoglobina Hemolisada.	250 Ery/無	Multistix 10SG	Clinitek Advantus
6190	Leucocitos.	15 leu/無	Multistix 10SG	Clinitek Advantus
6190	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
6190	Prote璯as.	300 mg/dL	Multistix 10SG	Clinitek Advantus
6190	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
6191	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1100/ Urilux S
6191	Corpos Cet獼icos.	15 mg/dL	Combur 10M	Urisys 1100/ Urilux S
